lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
17415,422,distractions,distract,3,1,4,5,verb,,10,2, human reaction time with the presence of distractions behaviour organism mammal human behaviour neuroscience behavioralandsocial 
21722,390,fixation,fix,3,1,4,5,verb,,10,2, optimal fixation method to allow for better diagnosis of hpv patients disease microbiology infectious medical virus medical method organism human mammal medical diagnostic biochem medical biology 
25469,662,grafting,graft,3,1,4,5,verb,,10,2, skin grafting is the new band aid device injury organ biology medical biology 
3564,1920,melt,melt,3,1,4,5,verb,,10,2, alternatives for chemical ice melt chemical pollute chemistry environment chemistry 
26050,433,reading,read,3,1,4,5,verb,,10,2, spreading a comprehensive solution to speed reading language education behaviour psychology behavioralandsocial 
26685,27,teachable,teaching,3,1,4,5,verb,,10,2, teachable robotic arm device electronics engineering organ human electronics robotics engineering 
20849,2027,calculator,calculate,4,1,4,5,verb,,5,1, multi scale gpa conversion calculator device school education math social math 
2846,812,captive,capture,4,1,4,5,verb,,5,1, acclimation on captive bred testudine species of different origins organism ecology biology 
17844,1458,delivery,deliver,4,1,4,5,verb,,5,1, improving efficacy of ultra sonic nutraceutical liposomal delivery acoustic chemical nutrition organ cellbio cell biology nutrition engineering 
8453,891,acquisition,get,4,1,4,5,verb,,5,1, data acquisition apparatus for thermoclines in the charles river basin location temperature water location electronics ecology engineering 
13924,65,release,release,4,1,4,5,verb,,5,1, environmental variables effect on carbon release from pemafrost arctic environment earth chemical organic environment environment 
13963,634,sets,set,4,1,4,5,verb,,5,1, permutationally alternating bijections between infinite sets math math math math 
5118,189,average,average,0,1,3,3,adjective,,1,0.333333333, average mass flow rate solids vs liquids physics mechanical funda engineering 
6822,18,deleterious,bad,0,1,3,3,adjective,,1,0.333333333, characteristics of deleterious mutations in tumor suppressor genes disease cancer medical genetic gene genetic gene genetics biology 
7895,371,expensive,expensive,0,1,3,3,adjective,,1,0.333333333, correlation between the acoustic signatures expensive vs non expensive method sound finance acoustics physics 
26046,433,comprehensive,full,0,1,3,3,adjective,,1,0.333333333, spreading a comprehensive solution to speed reading language education behaviour psychology behavioralandsocial 
18536,2521,mild,mild,0,1,3,3,adjective,,1,0.333333333, investigating differential gene expression between covid19 patients with mild versus severe symptoms genetic gene organism human mammal medical organism infectious covid virus genetics infectious biology 
21906,461,rare,rare,0,1,3,3,adjective,,1,0.333333333, optimized shapes of adsorbed rare gas clusters by simulated annealing group math chemistry chemistry 
24443,28,regularity,regular,0,1,3,3,adjective,,1,0.333333333, resolving a conjecture on degree of regularity of linear equations math math math math 
13777,15,remote,remote,0,1,3,3,adjective,,1,0.333333333, engineering infrared remote controlled nano robots for cancer therapy disease medical drug medical light electronics medical engineering 
4661,861,worst,worst,0,1,3,3,adjective,,1,0.333333333, are you your own worst enemy behaviour psychology behavioralandsocial 
34085,6,black,black,0,1,3,3,adjective,,20,6.666666667, unveiling the power of super massive black holes in distant galaxies astronomy physics energy astronomy physics 
27528,689,dark,dark,0,1,3,3,adjective,,20,6.666666667, the danger of dark lightning weather environment physics 
24578,172,red,red,4,1,3,3,adjective,,30,10, ridding the world of red tide effect ph has on alga blooms chemistry organism plant microbiology chemistry ecology environment 
13928,1525,browning,brown,5,1,3,3,adjective,,30,10, enzymatic browning chemical protein biochem biology 
34845,2750,artists,artist,1,1,3,3,noun,,30,10, utilizing sensory stimuli to aid disadvantaged visually impaired artists art mechanical medical engineering 
29137,1201,ashs,ash,1,1,3,3,noun,,30,10, the effect of musa acuminata ashs flame retardancy compared to nahco3 chemical fire method organism plant banana musa organism plant banana musa chemistry safety chemistry 
5192,545,balloons,balloon,1,1,3,3,noun,,30,10, balloons over time transportation chemistry transportation chemistry 
22256,1809,beam,beam,1,1,3,3,noun,,30,10, patient specific proton beam radiation delivery organism human mammal medical therapy electronics medical engineering 
18633,607,beverages,beverage,1,1,3,3,noun,,30,10, investigating the effects of beverages on osmotic laxative behavior drug chemical nutrition food chemistry chemistry 
8245,251,box,box,1,1,3,3,noun,,30,10, crickets in a box organism insect cricket ecology environment 
36308,1684,bread,bread,1,1,3,3,noun,,30,10, yeast brick to bread nutrition food organism microbiology fungus microbiology nutrition biology 
21404,1197,bubbles,bubble,1,1,3,3,noun,,30,10, novel method for removing contaminants from surfaces using nano bubbles method pollute chemistry environment chemistry 
26687,357,class,classroom,1,1,3,3,noun,,30,10, teaching a class to grade itself using game theory school education sports math social math 
25404,191,clotting,clot,1,1,3,3,noun,,30,10, shrimp shell clotting blood organism marine artemia a.salina biochem medical biology 
19890,706,coast,coast,1,1,3,3,noun,,30,10, the journeys of surface contaminants off the coast of massachusetts location location marine pollute environment environment environment 
27458,60,cognative,cognative,1,1,3,3,noun,,30,10, the cognative effects of negative and positive stimuli behaviour neuroscience behaviour neuroscience behavioralandsocial 
16210,1547,counterweight,counterweight,1,1,3,3,noun,,30,10, hinged counterweight trebuchet device sports weapon mechanical sports engineering 
29980,695,crystal,crystal,1,1,3,3,noun,,30,10, the effect of the temperature of crystal growth chemical physics chemistry 
10281,1962,dms,dms,1,1,3,3,noun,,30,10, dms produced by phyto plankton as a solution to ocean acidification marine chemical chemical organism organism marine microbiology pollute biochem environment environment 
25291,1371,eggshell,eggshell,1,1,3,3,noun,,30,10, separation of collagen from eggshell membranes as dietary supplements agriculture chemical protein nutrition food biochem nutrition biology 
9726,235,emissions,emission,1,1,3,3,noun,,30,10, developing alternative source of energy to reduce harsh emissions energy pollute chemistry environment environment 
2875,1038,eyewitness,eyewitness,1,1,3,3,noun,,30,10, the accuracy of eyewitness testimony social social behaviour crime social psychology behavioralandsocial 
25415,660,fabric,fabric,1,1,3,3,noun,,30,10, silicone coated fabric chemical device material chemistry household engineering 
15836,754,genre,genre,1,1,3,3,noun,,30,10, habitual blues transcending song genre using big 5 personality factors behaviour music art social psychology behavioralandsocial 
13413,385,geometry,geometry,1,1,3,3,noun,,30,10, electric geometry energy math electronics engineering 
33613,717,golf,golf,1,1,3,3,noun,,30,10, tracking a golf ball using bluetooth device device sports sports electronics sports engineering 
16002,200,inhaler,inhaler,1,1,3,3,noun,,30,10, heart rate change while using an asthma inhaler device disease immune respire medical organ cardiovascular biology medical biology 
1849,1907,lens,lens,1,1,3,3,noun,,30,10, a correlation between telescope lens diameter and image resolution device device astronomy method optics astronomy physics 
34149,722,longevity,longevity,1,1,3,3,noun,,30,10, ursolic acid the key to longevity age chemical chemical organic biochem medical biology 
1603,2462,mind,mind,1,1,3,3,noun,,30,10, walksafe for peace of mind safety mechanical engineering 
21079,2393,pest,pest,1,1,3,3,noun,,30,10, natural ant repellent organism insect ant pest anti chemistry household environment 
32512,250,phenotypic,phenotype,1,1,3,3,noun,,30,10, the phyto toxic effects of cyanbacteria on phenotypic traits of plants pollute toxin organism organism organism microbiology microbiology agriculture environment 
24634,1707,planetary,planets,1,1,3,3,noun,,30,10, robot navigation for the exploration of lunar and planetary surfaces astronomy moon astronomy device electronics engineering direction mechanical robotics engineering 
10354,224,rays,ray,1,1,3,3,noun,,30,10, dna damage the effect of uv rays on yeast colony growth chemical genetic organism microbiology fungus physics light biophysics biology 
10565,902,sanitize,sanitation,1,1,3,3,noun,,30,10, does a uv light really sanitize physics pure filter health biophysics infectious biology 
31034,780,sequestration,sequestration,1,1,3,3,noun,,30,10, the effects of nano particles on carbon dioxide sequestration and mineralization chemical chemical chemical chemistry environment chemistry 
32416,295,shoes,shoes,1,1,3,3,noun,,30,10, the oxidation of shoes chemical device chemistry chemistry 
6617,1806,silica,silica,1,1,3,3,noun,,30,10, carbon dioxide capture using polyethylenimine infused silica gel chemical chemical chemical chemical organic pollute chemistry environment environment 
18036,755,silico,silico,1,1,3,3,noun,,30,10, in silico docking studies of cordycepin naringin with ada1 chemical protein gene protein compsci biochem computersci 
2647,743,spectral,spectral,1,1,3,3,noun,,30,10, a study of spectral flux density variation in seds of radio galaxies astronomy physics physics astronomy engineering 
34051,1668,universal,universe,1,1,3,3,noun,,30,10, universal earbud case device mechanical household engineering 
15250,926,vapor,vapor,1,1,3,3,noun,,30,10, fruitfly mutations induced by e.cigarette vapor and cigarette smoke chemical toxin device device genetic gene organism insect fruitfly drosophila chemistry health biology 
35108,1082,vibrating,vibrating,1,1,3,3,noun,,30,10, vibrating wristband with motion sensors device mechanical engineering 
32503,1424,video,video,1,1,3,3,noun,,30,10, the physics of video games sports physics games engineering 
11670,157,vitro,vitro,1,1,3,3,noun,,30,10, effect of hydroxyapatite and saliva on in vitro multi species bio films microbiology chemical chemical enzyme chemistry microbiology biology 
13270,1984,wax,wax,1,1,3,3,noun,,30,10, effects of wax worm digestive bacteria on polyethylene bio degradation chemical degrade food nutrition organism microbiology bacteria organism worm pollute microbiology environment environment 
25452,395,codes,code,2,1,3,3,noun,,20,6.666666667, single track gray codes a general construction and extensions mechanical math 
15900,1287,commute,commute,2,1,3,3,noun,,20,6.666666667, harnessing the energy of a bicycle commute device device transportation energy transportation mechanical energy engineering 
8036,1489,cracking,crack,2,1,3,3,noun,,20,6.666666667, cracking ciphers security crime math computersci 
9593,378,debris,debris,2,1,3,3,noun,,20,6.666666667, developing a debris resistant hydro kinetic turbine device energy energy water mechanical energy engineering 
17210,190,detergent,detergent,2,1,3,3,noun,,20,6.666666667, how safe is your laundry detergent chemical toxin biochem safety environment 
13666,8,differentiation,differentiation,2,1,3,3,noun,,20,6.666666667, endothelial differentiation of ckit cpcs on fibrin hydrogel scaffold gene protein chemical organic organ blood protein cell bio biology 
34203,1074,digital,digital,2,1,3,3,noun,,20,6.666666667, using a digital camera to measure skyglow device light electronics engineering 
93,2704,dl,dl,2,1,3,3,noun,,20,6.666666667, automated detection of stereotypic behaviors their characterization and their relation to sensory input and cardiovascular activity using wearable sensors and ml dl techniques device organ human compsci medical computersci 
12053,17,drag,drag,2,1,3,3,noun,,20,6.666666667, effect of sail section profile on lift to drag ratio aerodynamic transportation transportation boat wind mechanical transportation engineering 
10919,162,dream,dream,2,1,3,3,noun,,20,6.666666667, dream inducer behaviour neuroscience behaviour behavioralandsocial 
25986,1628,expedition,expedition,2,1,3,3,noun,,20,6.666666667, space expedition beyond the system explore astronomy engineering 
11661,157,films,film,2,1,3,3,noun,,20,6.666666667, effect of hydroxyapatite and saliva on in vitro multi species bio films microbiology chemical chemical enzyme chemistry microbiology biology 
3361,2254,gap,gap,2,1,3,3,noun,,20,6.666666667, air gap hack compsci compsci computersci 
27872,471,gardening,garden,2,1,3,3,noun,,20,6.666666667, the effect of aquaponics on gardening vs traditional farming methods agriculture agriculture method method agriculture biology agriculture biology 
35689,728,grip,grip,2,1,3,3,noun,,20,6.666666667, what is the difference between pine tar and grip tape chemical material chemistry engineering 
16213,1547,hinged,hinged,2,1,3,3,noun,,20,6.666666667, hinged counterweight trebuchet device sports weapon mechanical sports engineering 
717,107,honey,honey,2,1,3,3,noun,,20,6.666666667, how smoke a pheromone blocking agent can affect health of honey bees chemical toxin chemical hormone food nutrition organism insect agriculture honeybee biochem agriculture biology 
6057,1770,joint,joint,2,1,3,3,noun,,20,6.666666667, brace for impact a joint bleed detection device for hemophiliacs device disease blood medical organ mechanical medical engineering 
14049,1527,land,land,2,1,3,3,noun,,20,6.666666667, examining the effects of land use on water quality environment earth water civil environment environment 
21444,1754,leaching,leaches,2,1,3,3,noun,,20,6.666666667, nutrient leaching from arctic permafrost thaw freeze location location chemistry ecology environment 
13427,148,load,load,2,1,3,3,noun,,20,6.666666667, electric power load prediction for new england area energy energy location statistics energy engineering 
30251,842,malignant,malignant,2,1,3,3,noun,,20,6.666666667, the effects if various substances on autophagy within malignant cells cellbio cellbio disease cancer medical biochem cellbio biology 
24097,1358,manure,manure,2,1,3,3,noun,,20,6.666666667, reducing methane emission in cow manure agriculture chemical organism mammal pollute ecology environment environment 
19025,1573,messaging,messaging,2,1,3,3,noun,,20,6.666666667, keychat secure messaging via bitcoin app tool compsci finance compsci security computersci 
31029,780,mineralization,mineral,2,1,3,3,noun,,20,6.666666667, the effects of nano particles on carbon dioxide sequestration and mineralization chemical chemical chemical chemistry environment chemistry 
27061,509,national,national,2,1,3,3,noun,,20,6.666666667, texting while driving a national study language transportation automobile safety behaviour neuroscience behavioralandsocial 
1761,1132,nodal,node,2,1,3,3,noun,,20,6.666666667, a community connection nodal lora modulation for environmental data ecology environment 
27521,2484,online,online,2,1,3,3,noun,,20,6.666666667, the correlative study of stress in online learning and socially distanced learning behaviour method education behaviour psychology behavioralandsocial 
22230,1343,passout,passout,2,1,3,3,noun,,20,6.666666667, passout engineering engineering 
13962,634,permutationally,permutations,2,1,3,3,noun,,20,6.666666667, permutationally alternating bijections between infinite sets math math math math 
28324,247,pigments,pigment,2,1,3,3,noun,,20,6.666666667, the effect of different pigments on dye sensitized solar cells cellbio chemical chemical energy chemistry energy chemistry 
3983,537,pitch,pitch,2,1,3,3,noun,,20,6.666666667, analyzing mlb pitch components using multiple linear regressions compsci math sports statistics sports math 
14004,1989,powder,powder,2,1,3,3,noun,,20,6.666666667, evaluating the safety of baby powder material chemical organism mammal human toxic chemistry safety biology 
23267,1617,price,price,2,1,3,3,noun,,20,6.666666667, predicting long term stock price movement through aiml compsci method finance compsci finance computersci 
8695,565,pulse,pulse,2,1,3,3,noun,,20,6.666666667, defense against electro magnetic pulse security crime electronics engineering 
18209,34,quorum,quorum,2,1,3,3,noun,,20,6.666666667, inhibiting luxl luxr type quorum sensing a novel approach method microbiology biology 
9523,1955,rejuvenation,rejuvenation,2,1,3,3,noun,,20,6.666666667, devel of bdelloid rotifers as experimental model for cell rejuvenation cellbio organism marine organism marine biology cellbio biology 
633,599,rhythms,rhythms,2,1,3,3,noun,,20,6.666666667, grasshoppers circadian rhythms and neuro degeneration degrade organism insect time neuroscience ecology behavior biology 
1408,82,ring,ring,2,1,3,3,noun,,20,6.666666667, the effect of climate change on tree ring growth in plymouth ma location location organism plant environment environment environment 
21625,2170,roller,roller,2,1,3,3,noun,,20,6.666666667, on the complexity of generalized roller splat crime security physics physics math math 
13676,8,scaffold,scaffold,2,1,3,3,noun,,20,6.666666667, endothelial differentiation of ckit cpcs on fibrin hydrogel scaffold gene protein chemical organic organ blood protein cell bio biology 
11430,2191,scar,scar,2,1,3,3,noun,,20,6.666666667, effect of different scar treatments on myofibroblast contraction organ cellbio drug biochem biology 
33973,1901,sequencing,sequence,2,1,3,3,noun,,20,6.666666667, ultra sensitive detection of early cancer by ctdna sequencing with umis chemical gene disease medical diagnostic biochem cancer biology 
1932,765,tremors,shake,2,1,3,3,noun,,20,6.666666667, a device that reduces resting tremors in hands of parkinsons patients device disease neuroscience medical organ organism human mammal medical medtech medical engineering 
3083,1690,staging,stage,2,1,3,3,noun,,20,6.666666667, advancements in the staging of rockets to better utilize thrust device transportation astronomy mechanical transportation engineering 
3586,534,stain,stain,2,1,3,3,noun,,20,6.666666667, an analysis of blood stain patterns crime physics security physics 
4749,2212,stars,star,2,1,3,3,noun,,20,6.666666667, assessing the authenticity of planets discovered around sun like stars astronomy astronomy physics 
26151,71,starvation,starvation,2,1,3,3,noun,,20,6.666666667, starvation in c.elegans the impact on rna interference chemical gene organic food nutrition organism microbiology worm genetics cellbio biology 
103,2704,stereotypic,stereotypic,2,1,3,3,noun,,20,6.666666667, automated detection of stereotypic behaviors their characterization and their relation to sensory input and cardiovascular activity using wearable sensors and ml dl techniques device organ human compsci medical computersci 
26249,2061,stride,stride,2,1,3,3,noun,,20,6.666666667, stride length and running economy in athletes sports biology physiology biology 
35451,1442,susceptible,susceptible,2,1,3,3,noun,,20,6.666666667, what antibiotic is e.coli susceptible to chemical drug infectious organism microbiology bacteria biochem medical biology 
16797,2007,sweep,sweep,2,1,3,3,noun,,20,6.666666667, how does the sweep angle of a wing affect its lift force aerodynamics transportation mechanical transportation engineering 
33862,319,texture,texture,2,1,3,3,noun,,20,6.666666667, turbine texture device energy mechanical energy engineering 
33490,808,tint,tint,2,1,3,3,noun,,20,6.666666667, tint down the rays physics physics 
25616,759,warning,warning,2,1,3,3,noun,,20,6.666666667, smart safety warning and notification system for treadmills device sports electronics household engineering 
32155,1058,communications,communication,3,1,3,3,noun,,10,3.333333333, the information space age geo stationary communications satellites device earth time astronomy engineering 
26144,71,interference,interference,3,1,3,3,noun,,20,6.666666667, starvation in c.elegans the impact on rna interference chemical gene organic food nutrition organism microbiology worm genetics cellbio biology 
18540,2521,symptoms,symptoms,3,1,3,3,noun,,20,6.666666667, investigating differential gene expression between covid19 patients with mild versus severe symptoms genetic gene organism human mammal medical organism infectious covid virus genetics infectious biology 
28137,2687,syndrome,syndrome,3,1,3,3,noun,,20,6.666666667, the effect of classical music on the aggressive tendencies of a drosophila model of fragile x syndrome acoustic art anger disease medical organism insect fruitfly drosophila neuroscience behaviour biology 
33134,1660,tale,tale,3,1,3,3,noun,,20,6.666666667, the tell tale hearts organ cardiovascular biology biology 
33544,74,tolerance,tolerance,3,1,3,3,noun,,20,6.666666667, tolerance study effect of ocean acidification on cassiopea andromeda marine chemical organism marine crab crustacean chemistry ecology environment 
7747,2163,traces,trace,3,1,3,3,noun,,20,6.666666667, constructing workflow centric traces in close to real time compsci logistics computersci 
32519,250,traits,traits,3,1,3,3,noun,,20,6.666666667, the phyto toxic effects of cyanbacteria on phenotypic traits of plants pollute toxin organism organism organism microbiology microbiology agriculture environment 
20600,980,transfer,transfer,3,1,3,3,noun,,20,6.666666667, modeling electronic info transfer in human tissue using synthetics organism mammal human electronics biology 
33739,515,treasure,treasure,3,1,3,3,noun,,20,6.666666667, trash to treasure the application and micro biology of composting degrade organism microbiology ecology environment environment 
33005,269,winning,win,3,1,3,3,noun,,20,6.666666667, the science behind winning and confidence behaviour psychology behavioralandsocial 
14353,246,100%,100%,,1,3,3,noun,,2,0.666666667, kefir yogurt 100% lactose free or is it chemical nutrition food chemical protein organic food nutrition protein sugar milk biochem biology 
20449,1103,case,case,,1,3,3,noun,,2,0.666666667, mitigating congestion through map design a case study of dc subway location transportation architecture civil transportation engineering 
11331,2515,classical,classical,,1,3,3,noun,,2,0.666666667, effect of classical music on plant growth acoustic art organism agriculture biology 
35876,441,constant,constant,,1,3,3,noun,,2,0.666666667, whats nu solving for the value of plancks constant physics quantum math physics 
7877,1488,correction,correct,,1,3,3,noun,,2,0.666666667, correction of mutations underlying tay sachs disease by rna editing gene disease medical disease medical disease neuroscience medical genetic gene genetics medical biology 
11449,134,current,current,,1,3,3,noun,,2,0.666666667, effect of electric current on antibiotic efficacy chemical drug infectious electric biochem medical biology 
8078,1241,custom,custom,,1,3,3,noun,,2,0.666666667, creating a custom gokart from recycled materials material sports transportation automobile mechanical transportation engineering 
8591,414,dependency,depend,,1,3,3,noun,,2,0.666666667, decibel dependency on frequency in active noise cancellation sound sound acoustic acoustics engineering 
34846,2750,disadvantaged,disadvantage,,1,3,3,noun,,2,0.666666667, utilizing sensory stimuli to aid disadvantaged visually impaired artists art mechanical medical engineering 
4078,324,double,double,,1,3,3,noun,,2,0.666666667, analyzing the properties and behaviors of a double pendulum physics funda engineering 
25530,466,embedded,embed,,1,3,3,noun,,2,0.666666667, smart house utilizing embedded electronics for efficient living energy electronics household engineering 
22582,2036,phony,fake,,1,3,3,noun,,2,0.666666667, phony radiation the effect of emfs on plants electric organism ecology biology 
14438,1530,fits,fits,,1,3,3,noun,,2,0.666666667, face fits mechanical engineering 
7724,1236,flexible,flexible,,1,3,3,noun,,2,0.666666667, constructing a flexible wing aerodynamics transportation mechanical transportation engineering 
20960,799,follow,follow,,1,3,3,noun,,2,0.666666667, music math does music follow a zipfian distribution acoustic art math acoustics math math 
15143,1118,forefront,forefront,,1,3,3,noun,,2,0.666666667, from farm to cable the new forefront of energy harvesting agriculture energy environment energy environment 
10397,900,good,good,,1,3,3,noun,,2,0.666666667, do all store bought yogurts have good bacteria nutrition food milk organism microbiology bacteria microbiology nutrition biology 
4786,1477,hacker,hack,,1,3,3,noun,,2,0.666666667, assistance for the ethical hacker compsci social behaviour compsci computersci 
20504,2146,individuals,individual,,1,3,3,noun,,2,0.666666667, ml based speech recognition app for individuals with speech disorders disease medical compsci medical computersci 
20594,980,info,info,,1,3,3,noun,,2,0.666666667, modeling electronic info transfer in human tissue using synthetics organism mammal human electronics biology 
95,2704,input,input,,1,3,3,noun,,2,0.666666667, automated detection of stereotypic behaviors their characterization and their relation to sensory input and cardiovascular activity using wearable sensors and ml dl techniques device organ human compsci medical computersci 
1745,1847,inspired,inspired,,1,3,3,noun,,2,0.666666667, a biologically inspired modular robotic arm device electronics engineering organ human mechanical robotics engineering 
28108,70,deficiency,lack,,1,3,3,noun,,2,0.666666667, the effect of chronic versus acute protein deficiency on cognition behaviour neuroscience protein chemical biochem neuroscience biology 
32386,1059,lie,lie,,1,3,3,noun,,2,0.666666667, the numbers dont lie math math 
20791,1595,madness,madness,,1,3,3,noun,,2,0.666666667, mosquito madness massacre organism insect ecology environment 
915,64,miraculous,miracle,,1,3,3,noun,,2,0.666666667, miraculous moringa oleifera seeds effective natural economical finance organism plant plant organism plant organism agriculture biology 
9139,2751,modern,modern,,1,3,3,noun,,2,0.666666667, designing the modern truck transportation mechanical transportation engineering 
20729,199,packaged,package,,1,3,3,noun,,2,0.666666667, mold in pre packaged juice food nutrition organism microbiology fungus microbiology nutrition biology 
23667,1008,packed,packed,,1,3,3,noun,,2,0.666666667, protein packed power protein chemical biochem nutrition biology 
23143,49,post,post,,1,3,3,noun,,2,0.666666667, post lyme disease a novel treatment method in zebrafish model disease medical disease tick lyme insect method organism fish zebrafish microbiology medical biology 
23213,649,practical,practical,,1,3,3,noun,,2,0.666666667, practical alternative to persistent pesticides in haiti chemical pollute location chemistry environment environment 
23458,1156,prevalence,prevalence,,1,3,3,noun,,2,0.666666667, prevalence of penicillin allergies chemical drug antibiotic disease immune medical biochem epidemiology biology 
33190,193,quest,quest,,1,3,3,noun,,2,0.666666667, the ultimate paper airplane quest aerodynamics sports mechanical sports engineering 
23899,465,randomness,random,,1,3,3,noun,,2,0.666666667, radiation randomness the entropy of thin air energy compsci computersci 
14302,1277,range,range,,1,3,3,noun,,2,0.666666667, extending the range of electric cars with bladeless turbines device device transportation device energy energy mechanical transportation engineering 
2466,1686,recurrent,recurrent,,1,3,3,noun,,2,0.666666667, a recurrent approach to artificial general intelligence algorithms method method compsci funda computersci 
13710,14,reporter,reporter,,1,3,3,noun,,2,0.666666667, engineering a cdh1 protein reporter to track cancer differentiation disease medical protein chemical protein gene genetics cancer biology 
24444,28,resolving,resolving,,1,3,3,noun,,2,0.666666667, resolving a conjecture on degree of regularity of linear equations math math math math 
15809,161,resource,resource,,1,3,3,noun,,2,0.666666667, h2o resource dividing in p.strobus a stable isotope study chemical organism microbiology infectious water ecology environment 
6963,234,restraint,restraint,,1,3,3,noun,,2,0.666666667, child restraint caps organism mammal baby human safety mechanical household engineering 
24520,1015,reusable,reusable,,1,3,3,noun,,2,0.666666667, reusable resources of solar power energy energy environment mechanical energy environment 
24528,12,reversing,reverse,,1,3,3,noun,,2,0.666666667, reversing eutrophication understanding the effects of mitigation pollute toxin water environment environment 
24358,1869,secrets,secret,,1,3,3,noun,,2,0.666666667, relativity the secrets of the octonions physics physics physics 
25210,69,selection,selection,,1,3,3,noun,,2,0.666666667, selection and survival goldenrods and gall flies organism insect plant organism ecology biology 
15885,1764,services,services,,1,3,3,noun,,2,0.666666667, harnessing iot to autonomously alert emergency services device device electronics safety engineering 
7025,877,setup,setup,,1,3,3,noun,,2,0.666666667, classroom setup vs student performance school education school education psychology social behavioralandsocial 
36091,1880,sorting,sorting,,1,3,3,noun,,2,0.666666667, which sorting algorithm is the fastest on average for sorting lists method compsci funda computersci 
15810,161,stable,stable,,1,3,3,noun,,2,0.666666667, h2o resource dividing in p.strobus a stable isotope study chemical organism microbiology infectious water ecology environment 
9976,1763,states,state,,1,3,3,noun,,2,0.666666667, dewey wins predicting united states presidential elections politics politics social social behaviour social politics compsci social computersci 
21992,1604,support,support,,1,3,3,noun,,2,0.666666667, organic arch support chemical device medical biology 
33193,193,ultimate,ultimate,,1,3,3,noun,,2,0.666666667, the ultimate paper airplane quest aerodynamics sports mechanical sports engineering 
9775,2593,unbiased,unbiased,,1,3,3,noun,,2,0.666666667, developing an unbiased mask detector with aiml compsci method app safety infectious compsci social computersci 
16894,1295,virtual,virtual,,1,3,3,noun,,2,0.666666667, how effective is your virtual reality experience behaviour compsci compsci behaviour behavioralandsocial 
23928,129,journey,journey,,1,3,3,noun,,20,6.666666667, rainbow bacteria a colorful journey organism microbiology bacteria microbiology biology 
30047,1047,gatorade,gatorade,1,1,3,3,pronoun,,80,26.66666667, the effect of ultraviolet light on the chemistry of gatorade chemical chemical nutrition biochem nutrition biology 
2006,25,medtech,medtech,3,1,3,3,pronoun,class,1000,333.3333333, a mobility aid for the disabled and elderly mature medtech medical engineering 
9693,567,aeronautics,aeronautics,,1,3,3,pronoun,,80,26.66666667, developing a wing design to reduce air pressure vorticies in flight aerodynamics transportation aeronautics mechanical transportation engineering 
22724,503,africa,africa,,1,3,3,pronoun,,80,26.66666667, phylogeny of the current outbreak of ebov ebolavirus in western africa disease infectious virus medical disease infectious virus medical electric genetic location location medical disease genetics infectious biology 
26090,671,airfoil,airfoil,,1,3,3,pronoun,,80,26.66666667, standard airfoil design vs dimpled airfoil design aerodynamic mechanical transportation engineering 
23446,1156,allergies,allergy,,1,3,3,pronoun,,80,26.66666667, prevalence of penicillin allergies chemical drug antibiotic disease immune medical biochem epidemiology biology 
31558,2097,amyloid,amyloid,,1,3,3,pronoun,,80,26.66666667, the effects of various substances on amyloid toxicity in c.elegans pollute toxin chemical protein organism microbiology worm biochem biology 
27200,682,anatomy,anatomy,,1,3,3,pronoun,,80,26.66666667, the anatomy of the human heart organ cardiovascular organism mammal human biology physiology biology 
29789,1708,ant,ant,,1,3,3,pronoun,,80,26.66666667, the effect of tangerine citric acid on pogonomyrmex barbatus chemical chemical nutrition organism plant fruit organism ant organism ant insect biochem ecology biology 
17519,423,antibody,antibody,,1,3,3,pronoun,,80,26.66666667, identification of latent hiv1 receptor cd169 antibody protein gene chemical drug infectious disease infectious virus medical protein gene biochem infectious biology 
17682,1831,apoe,apoe,,1,3,3,pronoun,,80,26.66666667, impact of apoe on igf1 signaling in alzheimers disease disease medical disease neuroscience medical protein gene protein gene genetics neuroscience biology 
30150,2716,arabidopsis,arabidopsis,,1,3,3,pronoun,,80,26.66666667, the effect of zno nano particles on arabidopsis growth in elevated carbon dioxide chemical chemical chemical organism plant arabidopsis pollute climate chemistry ecology environment 
19860,140,atlantic,atlantic,,1,3,3,pronoun,,80,26.66666667, mapping contamination in the atlantic ocean after a nuclear meltdown energy pollute marine location ocean pollute chemistry environment environment 
24209,2198,auru,auru,,1,3,3,pronoun,,80,26.66666667, reduction of carbon monoxide poisoning in pem fuel cells via auru nano particles pollute toxin cellbio chemical chemical inorganic metal chemical pollute energy chemistry energy chemistry 
7525,146,bacteriophages,bacteriophage,,1,3,3,pronoun,,80,26.66666667, computational analysis of codon usage bias in bacteriophages compsci gene organism virus microbiology compsci genetics computersci 
9512,1955,bdelloid,bdelloid,,1,3,3,pronoun,,80,26.66666667, devel of bdelloid rotifers as experimental model for cell rejuvenation cellbio organism marine organism marine biology cellbio biology 
35292,370,beetles,beetle,,1,3,3,pronoun,,80,26.66666667, water production in haiti using bio mimicry of namib desert beetles behaviour location location location organism insect water ecology safety engineering 
5357,1478,benthic,benthic,,1,3,3,pronoun,,80,26.66666667, benthic macro invertebrates as bio indicators marine organism ecology environment environment 
6210,249,bioreactor,bioreactor,,1,3,3,pronoun,,80,26.66666667, building an algae photo bioreactor from recyled water bottles device device light organism plant microbiology water energy ecology environment environment 
